,url,title,image_url,bahan,resep
11,http://www.dapurkobe.co.id/terong-crispy,Terong Crispy,http://www.dapurkobe.co.id/wp-content/uploads/terong-crispy.jpg,"2 buah terong ungu (belah dua memanjang dan potong menjadi dua)
1 bungkus Kobe Tepung Kentucky SuperCrispy (75gr)
140 ml air
1 bungkus Kobe Breadcrumbs (200gr)
minyak untuk menggoreng
BonCabe level 15, rasa Original
","Campurkan 1 bungkus Kobe Tepung Kentucky Super Crispy dengan air, aduk rata.
Masukkan potongan terong ke dalam adonan basah.
Ambil terong dari adonan basah, gulirkan kedalam Kobe Breadcrumbs hingga tertutup rata.
Goreng dalam minyak panas hingga berwarna kuning keemasan, angkat dan tiriskan.
Terong Crispy siap disajikan dengan taburan BonCabe level 15.
"
12,http://www.dapurkobe.co.id/cookies-kentang-crunchy,Cookies Kentang Crunchy,http://www.dapurkobe.co.id/wp-content/uploads/cookies-kentang-crunchy.jpg,"1 bungkus Kobe Breadcrumbs (200gr)
100 gram keju parut dan 10 gram untuk taburan
500 gram kentang (kupas kulit, cuci bersih, potong dadu dan kukus hingga matang)
1 bungkus Kobe Tepung Bumbu Putih (75gr)
3 butir kuning telur (2 butir untuk adonan dan 1 butir untuk olesan )
","Haluskan kentang yang sudah dikukus.
Masukkan Kobe Breadcrumbs, Kobe Tepung Bumbu Putih, keju parut dan kuning telur.
Aduk rata sampai kalis.
Ambil sedikit adonan, gilas dengan rolling pin dan bentuk sesuai selera.
Panaskan oven dengan api kecil.
Panggang cookies hingga setengah matang dan keluarkan. Beri olesan telur dan taburan keju.
Panggang lagi hingga kue matang dan kuning kecoklatan.
Angkat dan siap disajikan.
"
13,http://www.dapurkobe.co.id/temaki-sushi,Temaki Sushi,http://www.dapurkobe.co.id/wp-content/uploads/temaki-sushi.jpg,"1 bungkus Kobe Bumbu Nasi Goreng Poll Pedas
¼ dada ayam fillet (cuci bersih dan beri perasan air jeruk nipis)
3 batang daun kucai (iris 1 cm)
2 butir telur (kocok lepas)
3 lembar nori
1 buah wortel (kupas, potong stick dan rebus)
1 buah timun (potong stick)
mayonnaise secukupnya
minyak goreng secukupnya
","Rebus dada ayam fillet hingga matang. Angkat.
Dinginkan dan suwir-suwir.
Lumuri ayam suwir dengan bumbu Kobe Bumbu Nasi Goreng Poll Pedas. Aduk rata.
Panaskan minyak, tumis ayam suwir yang sudah berbumbu masak hingga matang.
Tambahkan daun kucai, aduk rata dan matikan api. Sisihkan.
Kocok lepas telur dan buat dadaran. Lakukan sampai telur habis.
Siapkan nori. Tata telur dadar di atasnya dan beri ayam suwir, potongan timun dan wortel.
Lipat bagian kanan kiri nori dan bentuk jadi segitiga panjang.
Temaki Sushi siap disajikan.
"
14,http://www.dapurkobe.co.id/sate-jamur-bumbu-pecel,Sate Jamur Bumbu Pecel,http://www.dapurkobe.co.id/wp-content/uploads/sate-jamur-bumbu-pecel.jpg,"1 bungkus Saus Tiram Selera
200 gram jamur tiram (cuci bersih)
air secukupnya
2 sendok makan kecap manis
bumbu pecel siap saji
minyak secukupnya (untuk olesan teflon)
tusuk sate secukupnya
","Rebus jamur tiram dalam air mendidih kurang lebih 3 menit.
Tiriskan, peras hingga agak kesat. Suwir-suwir dengan ukuran besar.
Susun dengan menggunakan tusuk sate.
Rendam dalam bumbu yang terdiri dari Saus Tiram Selera, kecap manis dan bumbu pecel.
Bakar dengan teflon sampai sate matang.
Sate Jamur Bumbu Pecel pun siap disajikan.
"
15,http://www.dapurkobe.co.id/sambal-tomat,Sambal Tomat,http://www.dapurkobe.co.id/wp-content/uploads/sambal-tomat.jpg,"8 siung bawang merah (rajang)
2 siung bawang putih (rajang)
1 sendok makan Saus Tiram Selera
terasi secukupnya
1 tomat merah, ukuran sedang
10 cabai keriting (potong-potong)
4 sendok makan minyak goreng
","Tumis bawang putih dan bawang merah hingga harum.
Masukkan terasi, cabai dan tomat. Masak hingga matang.
Tambahkan Saus Tiram Selera. Aduk rata, matikan api. Angkat.
Tuang ke dalam ulekan. Tambahkan gula dan garam. Ulek hingga merata.
Sambal siap disajikan.
"
16,http://www.dapurkobe.co.id/sambal-tempe-saus-tiram,Sambal Tempe Saus Tiram,http://www.dapurkobe.co.id/wp-content/uploads/sambal-tempe-saus-tiram.jpg,"1 papan kecil tempe (potong-potong)
3 siung bawang putih
9 buah cabai rawit merah
3 buah cabai keriting
garam secukupnya
3 sendok makan minyak goreng
2 sendok makan Saus Tiram Selera
","Bumbui tempe dengan garam dan 2 siung bawang putih. Goreng hingga kering.
Ulek cabai, bawang putih dan garam hingga halus.
Tumis bahan yang sudah diulek. Masukkan Saus Tiram Selera. Campur hingga rata.
Angkat tumisan cabai, tambahkan tempe goreng. Penyet hingga semua bumbu meresap di tempe.
Sajikan sambalnya.
"
17,http://www.dapurkobe.co.id/sambal-mangga-saus-tiram,Sambal Mangga Saus Tiram,http://www.dapurkobe.co.id/wp-content/uploads/sambal-mangga-saus-tiram.jpg,"1 buah mangga ukuran sedang (kupas dan serut kasar)
1 sendok makan air jeruk nipis
9 buah cabai rawit merah
4 buah cabai keriting
1 sendok teh terasi matang
garam secukupnya
gula pasir secukupnya
1 sendok makan Saus Tiram Selera
","Ulek semua bahan kecuali mangga muda dan air jeruk nipis, hingga halus.
Tambahkan air jeruk nipis dan mangga muda. Ulek secara perlahan hingga rata.
Masukkan Saus Tiram Selera, aduk hingga tercampur semua.
Sambal siap disajikan.
"
18,http://www.dapurkobe.co.id/sambal-ijo,Sambal Ijo,http://www.dapurkobe.co.id/wp-content/uploads/sambal-ijo.jpg,"10 buah cabai hijau besar
16 buah cabai rawit hijau
5 siung bawang merah
3 siung bawang putih
3 buah tomat hijau
2 sendok makan Saus Tiram Selera
gula putih secukupnya
garam secukupnya
","Kukus semua bahan hingga matang, kecuali Saus Tiram Selera, gula dan garam.
Sebelum diangkat, masukkan saus tiram. Aduk rata dan matikan api.
Ulek hingga halus. Tambahkan gula dan garam. Ulek kembali hingga rata.
Sambal Ijo siap disajikan.
"
19,http://www.dapurkobe.co.id/sambal-kecap-saus-tiram,Sambal Kecap Saus Tiram,http://www.dapurkobe.co.id/wp-content/uploads/sambal-kecap-saus-tiram.jpg,"8 cabai rawit merah (iris-iris)
12 cabai rawit hijau (iris-iris)
4 buah bawang merah (rajang)
2 buah jeruk limau (ambil airnya)
1 buah tomat (buang isinya, potong dadu)
100 ml kecap manis
2 sendok makan Saus Tiram Selera
","Campur cabai rawit merah dan hijau. Masukkan bawang merah dan tomat.
Tambahkan kecap manis dan perasan jeruk limau. Aduk hingga rata.
Tambahkan Saus Tiram Selera. Aduk hingga rata.
Angkat dan sajikan sambal kejap.
"
20,http://www.dapurkobe.co.id/sambal-tomat-kukus-tiram,Sambal Tomat Kukus Tiram,http://www.dapurkobe.co.id/wp-content/uploads/sambal-tomat-kukus-tiram.jpg,"8 siung bawang merah (dirajang)
3 siung bawang putih (dirajang)
1 sendok makan Saus Tiram Selera
terasi secukupnya
1 tomat merah ukuran sedang
10 cabai keriting (dipotong-potong)
","Kukus semua bahan, kecuali Saus Tiram Selera, gula dan garam, hingga matang.
Sebelum diangkat, masukkan Saus Tiram Selera. Aduk sampai rata, matikan api.
Ulek hingga halus, tambahkan gula dan garam. Ulek kembali hingga rata.
Sambal siap disajikan.
"
21,http://www.dapurkobe.co.id/sambal-bawang-saus-tiram,Sambal Bawang Saus Tiram,http://www.dapurkobe.co.id/wp-content/uploads/sambal-bawang-saus-tiram.jpg,"10 buah cabai rawit merah (dipotong-potong)
7 buah cabai keriting merah (dirajang kasar)
2 buah tomat ukuran besar (dibuang bijinya, dipotong-potong)
50 ml minyak goreng
1,5 buah jeruk nipis (ambil airnya)
1 buah terasi
gula secukupnya
garam secukupnya
2 sendok makan Saus Tiram Selera
","Tumis bawang putih hingga harum.
Masukkan cabai rawit dan keriting. Masak hingga layu.
Masukkan Saus Tiram Selera. Aduk sebentar. Matikan api.
Ulek semua bahan hingga tercampur rata.
Sambal siap disajikan.
"
22,http://www.dapurkobe.co.id/nori-goreng-crispy,Nori Goreng Crispy,http://www.dapurkobe.co.id/wp-content/uploads/nori-goreng-crispy.jpg,"1 bungkus nori (ukuran kecil)
3 bungkus Kobe Tepung Kentucky SuperCrispy (75gr)
140 ml air
minyak goreng secukupnya
","Campurkan 1 bungkus Kobe Tepung Kentucky Super Crispy dengan air. Aduk sampai tidak ada yang menggumpal.
Masukkan 1 sisi nori ke dalam adonan basah.
Gulingkan ke dalam 2 bungkus tepung kering Kobe Tepung Kentucky Super Crispy sambil ditekan.
Goreng dalam minyak panas dengan api sedang hingga berwarna kuning kecokelatan.
Angkat dan tiriskan.
"
23,http://www.dapurkobe.co.id/cumi-kukus-cabe-hijau,Cumi Kukus Cabe Hijau,http://www.dapurkobe.co.id/wp-content/uploads/cumi-kukus-cabe-hijau.jpg,"1 bungkus Kobe Bumbu Kalasan
3 ekor cumi ukuran sedang
100 gram daging ayam cincang
50 kelapa sangrai
2 batang daun bawang (iris halus)
½ sendok teh merica bubuk
3 sendok makan minyak goreng
tusuk gigi
","Panaskan kukusan.
Campurkan daging ayam cincang, kelapa sangrai dan daun bawang.
Masukkan juga merica dan 1 sendok makan Kobe Bumbu Kalasan. Aduk rata.
Masukkan campuran daging ke dalam cumi. Jangan sampai penuh.
Sematkan tusuk gigi ke ujung cumi yang terbuka hingga tertutup.
Tusuk-tusuk kulit cumi hingga berlubang.
Tata diatas pinggan tahan panas.
Masukkan cumi ke dalam kukusan. Masak selama 10 menit.
"
24,http://www.dapurkobe.co.id/bruschetta-tuna-pedas,Bruschetta Tuna Pedas,http://www.dapurkobe.co.id/wp-content/uploads/bruschetta-tuna-pedas.jpg,"25 gr butter
2 siung bawang putih halus
1 sendok makan cincangan daun parsley
1 bungkus BonCabe level 10, rasa Original (7,5 gr)
1 kaleng ikan tuna (tuna dalam minyak)
3 sendok makan mayones
timun jepang (buang tengahnya dan iris kecil)
1 buah baguette atau roti perancis (iris serong dan panggang)
","Campur daun parsley, bawang putih dan butter. Aduk rata.
Olesi roti dengan campuran butter. Kemudian panggang hingga berwarna keemasan. Sisihkan.
Campurkan BonCabe level 10, ikan tuna, mayones dan timun jepang. Aduk rata.
Ambil 1 sendok makan campuran ikan tuna. Tuang di atas roti yang sudah dipanggang.
Siap dihidangkan.
"
25,http://www.dapurkobe.co.id/bolu-gulung-jeruk,Bolu Gulung Jeruk,http://www.dapurkobe.co.id/wp-content/uploads/bolu-jeruk-gulung.jpg,"1 bungkus Kobe Tepung Pisang Goreng Crispy (75gr)
15 gram terigu
50 gram gula pasir
5 butir telur
100 gram mentega cair
½ sendok makan emulsifier (pelembut)
butter cream secukupnya
10 buah jeruk (ukuran kecil)
","Kocok telur dan gula pasir dengan mixer hingga mengembang.
Masukkan emulsifier sambil dikocok, sampai tercampur rata.
Tuang Kobe Tepung Pisang Goreng Crispy dan terigu, aduk rata. Masukkan mentega cair dan aduk kembali hingga tercampur rata.
Tuang ke dalam loyang ukuran 22x22x24 cm yang sudah diolesi mentega dan taburan tepung terigu.
Panggang dengan api kecil di bagian bawah. Setelah mengembang pindahkan ke bagian atas supaya permukaan kulit kue menjadi kecokelatan. Segera angkat ketika matang.
Oleskan butter cream dan tata buah jeruk berjajar rapi. Gulung sambil dipadatkan.
Simpan dalam kulkas. Hidangkan Bolu Gulung Jeruk ketika teksturnya padat dan mudah dipotong.
"
26,http://www.dapurkobe.co.id/asparagus-terasi,Asparagus Terasi,http://www.dapurkobe.co.id/wp-content/uploads/asparagus-terasi.jpg,"150 gram asparagus (potong 5 cm)
1 bungkus Saus Tiram Selera
2 siung bawang putih (cincang)
2 buah cabe keriting (potong serong)
terasi secukupnya
50 ml air
5 sendok makan minyak (untuk menumis)
","Ulek cabe, bawang putih dan terasi, sisihkan.
Tumis bumbu ulek sampai matang.
Masukkan asparagus dan air. Tumis hingga lembut, matikan api.
Masukkan Saus Tiram Selera, aduk-aduk. Nyalakan api kembali dan masak sebentar, angkat.
Asparagus Terasi siap disajikan selagi hangat.
"
27,http://www.dapurkobe.co.id/kue-kering-kismis,Kue Kering Kismis,http://www.dapurkobe.co.id/wp-content/uploads/kue-kering-kismis.jpg,"2 bungkus Kobe Tepung Pisang Goreng Crispy (75gr)
15 gram susu bubuk
15 gram gula halus
2 butir kuning telur
75 gram mentega
25 gram butter
¼ sendok teh baking powder
50 gram kismis
","Mixer dengan kecepatan tinggi mentega, butter dan gula halus hingga mengembang dan berwarna putih.
Turunkan kecepatan mixer, masukkan telur dan kocok hingga tercampur rata. Matikan mixer.
Masukkan Kobe Tepung Pisang Goreng Crispy, susu, baking powder dan kismis. Aduk dengan spatula.
Siapkan loyang yang sudah diolesi minyak dan tepung.
Ambil adonan dengan menggunakan sendok dan tekan pakai garpu. Lakukan sampai adonan habis.
Panggang kue dalam oven sampai matang berwarna kuning kecoklatan dan kering.
Setelah matang, angkat. Dinginkan dan simpan dalam toples.
Kue Kering Kismis siap disajikan.
"
28,http://www.dapurkobe.co.id/cumi-goreng-asam,Cumi Goreng Asam,http://www.dapurkobe.co.id/wp-content/uploads/cumi-goreng-asam.jpg,"¼ kg cumi (kerat-kerat badan cumi, cuci bersih dan beri air jeruk nipis)
1 sachet Saus Tiram Selera
2 sdm air asam jawa
3 siung bawang putih (cincang halus)
minyak goreng secukupnya
2 sdm kecap manis
2 sdm air
","Bumbui cumi yang sudah bersih dengan Saus Tiram Selera dan air asam jawa.
Rendam cumi kurang lebih 15 menit kemudian sisihkan.
Panaskan minyak goreng, tumis bawang putih hingga harum.
Masukkan cumi beserta air rendaman bumbu tadi.
Tambahkan kecap manis, masak cumi hingga air setengah kering.
Angkat dan Cumi Goreng Asam siap disajikan.
"
29,http://www.dapurkobe.co.id/sate-plecing,Sate Plecing,http://www.dapurkobe.co.id/wp-content/uploads/sate-plecing.jpg,"200 gram daging sapi has dalam (rebus, potong dadu)
2 cm lengkuas
2 siung bawang merah
3 siung bawang putih
½ sendok teh merica
½ sendok teh garam
1 sendok makan gula merah
1 sendok makan asam jawa
","Haluskan lengkuas, bawang merah dan bawang putih. Lumuri ke dalam daging sapi.
Tambahkan merica, garam, gula merah dan asam jawa. Aduk rata dan diamkan selama 30 menit agar bumbu meresap.
Ambil daging yang sudah dibumbui dan tusuk dengan tusuk sate, lakukan sampai selesai.
Bakar diatas teflon hingga kecoklatan.
Angkat dan Sate Plecing siap disajikan.
"
30,http://www.dapurkobe.co.id/dadar-gulung-nangka,Dadar Gulung Nangka,http://www.dapurkobe.co.id/wp-content/uploads/dadar-gulung-nangka.jpg,"3 bungkus Kobe Tepung Pisang Goreng Crispy (75gr)
1 butir telur
40 gram mentega cair
300 ml air daun pandan
pasta pandan secukupnya
minyak secukupnya (untuk olesan teflon)
","Campur semua bahan kulit hingga larut dan tidak menggumpal, kecuali minyak.
Panaskan teflon dan olesi dengan minyak.
Tuang dengan 1 sendok sayur adonan untuk membuat kulit dadar.
Masak hingga matang, angkat dan sisihkan.
"
31,http://www.dapurkobe.co.id/dadar-telur-cah-tauge,Dadar Telur Cah Tauge,http://www.dapurkobe.co.id/wp-content/uploads/dadar-telur-cah-tauge.jpg,"3 butir telur (kocok lepas)
3 siung bawang putih (cincang halus)
3 buah cabai rawit merah (iris-iris)
2 sendok makan kecap manis
150 gram tauge (buang ekornya)
1 batang daun bawang (iris serong)
1 sachet Saus Tiram Selera
50 ml air
7 sendok makan minyak goreng
","Siapkan bahan-bahan. Buat dadaran telur dan iris memanjang. Sisihkan.
Tumis bawang putih sampai harum. Masukkan cabai dan aduk sebentar.
Masukkan tauge dan air. Aduk-aduk.
Masukkan Saus Tiram Selera dan daun bawang. Aduk rata, tumis sebentar dan matikan api.
Siapkan dadar telur yang sudah diiris-iris. Siram dengan tumis tauge.
Angkat dan Dadar Telur Cah Tauge siap disajikan.
"
32,http://www.dapurkobe.co.id/sale-pisang-goreng,Sale Pisang Goreng,http://www.dapurkobe.co.id/wp-content/uploads/sale-pisang-goreng.jpg,"250 gram sale pisang (siap saji)
3 bungkus Kobe Tepung Pisang Goreng Crispy (75gr)
100 ml air
minyak untuk menggoreng
","Iris sale pisang seukuran jari, sisihkan.
Campur 1 bungkus Kobe Tepung Pisang Goreng Crispy dengan air, aduk sampai larut.
Masukan sale pisang kedalam adonan basah.
Lumuri dengan tepung kering memakai 2 bungkus Kobe Tepung Pisang Goreng Crispy.
Goreng dalam minyak panas dengan api sedang cenderung kecil sampai berwarna coklat keemasan.
Angkat dan biarkan dingin, setelah dingin masukkan dalam toples.
"
33,http://www.dapurkobe.co.id/sate-kakul,Sate Kakul,http://www.dapurkobe.co.id/wp-content/uploads/sate-kakul.jpg,"400 gram kerang darah
2 batang serai (ambil putihnya)
1 sendok makan air asam jawa
½ sendok teh garam
400 ml air
25 tusuk sate
","Rebus kerang dengan serai, air asam jawa dan garam. Masak hingga matang, tiriskan.
Campurkan kerang dengan bumbu halus, aduk rata dan diamkan selama 15 menit.
Tusuk kerang dengan tusuk sate dan bakar diatas teflon hingga matang.
"
34,http://www.dapurkobe.co.id/bakwan-sayur-gandum,Bakwan Sayur Gandum,http://www.dapurkobe.co.id/wp-content/uploads/bakwan-sayur-gandum.jpg,"1 bungkus Kobe Tepung Bakwan Kress (75gr)
Air
1 batang daun bawang (iris)
1 buah jagung manis (pipil)
Kol iris secukupnya
½ buah bawang bombay
3 sendok makan oatmeal
minyak goreng secukupnya
","Campurkan Kobe Tepung Bakwan Kress dengan air, aduk rata.
Masukkan jagung, kol, daun bawang dan bawang bombay. Kemudian masukkan oatmeal dan aduk rata.
Goreng dalam minyak panas hingga berwarna kuning kecoklatan.
Angkat dan Bakwan Sayur Gandum siap disajikan.
"
35,http://www.dapurkobe.co.id/sawi-putih-bakso,Sawi Putih Bakso,http://www.dapurkobe.co.id/wp-content/uploads/sawi-putih-bakso.jpg,"1 bonggol sawi putih
½ buah bawang bombay
2 siung bawang putih (cincang halus)
5 buah bakso (iris tipis)
2 sachet Saus Tiram Selera
1 sendok makan saus sambal
minyak goreng
","Potong-potong sawi, cuci bersih dan tiriskan.
Panaskan minyak, tumis bawang bombay dan bawang putih sampai harum.
Masukkan bakso, aduk rata tunggu sampai bakso setengah matang.
Masukkan sawi, aduk sampai setengah layu.
Tambahkan Saus Tiram Selera dan saus sambal.
Aduk rata, matikan api dan sajikan.
"
